PROMOTIONID,DOMAINNAMEID,EXPIREDATE
606368,2625,2022-06-30 23:59:59.000 Z
606366,4500,2022-03-31 23:59:59.000 Z
606367,324891,2022-03-04 23:59:59.000 Z
606357,418341,2022-03-08 23:59:59.000 Z
606355,376400,2022-04-18 23:59:59.000 Z
606692,477046,2022-04-23 23:59:59.000 Z
606226,385496,2022-03-02 23:59:59.000 Z
606702,5801,
606246,2407,2022-03-06 23:59:59.000 Z
606362,5729,2022-03-08 23:59:59.000 Z
